feature,mean_percentage_score,r,quality,annotation
FcgR2AH_gp70_V1V2_Clade_AE,0.588540102591583,0.853152859210968,high,""
FcgR2AH_NL4_3_integrase,-4.61794842249129,0.804963141679764,high,""
FcgR2AH_gp120_JRCSF,3.74604747890545,0.878658679127693,high,""
FcgR2AH_gp120_TRO,-1.85206540707896,0.810413552820683,high,""
FcgR2AR_gp120_ZM109F,7.01506493789523,0.931105935573578,high,""
FcgR2AR_Barouch_Boost,22.6586262786921,0.804135545343161,high,FcgR2AR_Barouch_Boost
FcgR2AR_gp120_CN54,-0.491352043069503,0.846690690517426,high,""
FcgR2AR_HIV_p7,9.66109124622979,0.694573363661766,good,""
FcgR2AR_Barouch_Prime,-2.7180292427473,0.717231559753418,good,""
FcgR2AR_Gag,12.2047218528088,0.61322463452816,good,""
FcgR2AR_gp120_BAL,5.02652745545866,0.58096484914422,good,""
FcgR2AR_gp120_YU2,-1.58809448848033,0.767793881893158,high,""
FcgR2AR_RSC3_gp120,12.6003592321836,0.73555865585804,good,""
FcgR2AR_1086_gp120,7.07403585744974,0.934200835227966,high,""
FcgR2AR_gp140_BR29,-11.0184451350983,0.671335409581661,good,""
FcgR2AR_gp41_HxBc2,8.64858803466998,0.87497181892395,high,""
FcgR2AR_p24_HxBc2,-2.79535434166438,0.922150415182114,high,""
FcgR2AR_Boost,7.89726438532427,0.672460109740496,good,""
FcgR2AR_p17_Clade_C,12.1999896988816,0.633758944272995,good,""
FcgR2AR_gp120_CM235,7.88877945758223,0.878321647644043,high,""
FcgR2AR_gp120_Du151,-1.14921987995839,0.884094035625458,high,""
FcgR2AR_gp120_96ZM651,21.3420090796425,0.73298500366509,good,FcgR2AR_gp120_96ZM651
FcgR2AR_gp70_V1V2_Clade_AE,5.91238328214843,0.81032392680645,high,""
FcgR2AR_NL4_3_integrase,5.66970855450818,0.840655335783958,high,""
FcgR2AR_gp120_JRCSF,1.5175489510886,0.795888534188271,high,""
FcgR2AR_gp120_TRO,6.50457956653977,0.763291221857071,high,""
FcgR2B_gp120_ZM109F,14.0449916917613,0.914320635795593,high,""
FcgR2B_Barouch_Boost,-1.22695005208831,0.902900236845016,high,""
FcgR2B_gp120_CN54,-2.06422488934665,0.765349398553371,high,""
FcgR2B_HIV_p7,6.41365443363594,0.696800380945206,good,""
FcgR2B_Barouch_Prime,2.66833893305913,0.798682250082493,high,""
FcgR2B_Gag,5.8373299498291,0.479998204112053,medium,""
FcgR2B_gp120_BAL,16.066644989119,0.61068885922432,good,""
FcgR2B_gp120_YU2,12.0876846467123,0.912846714258194,high,""
FcgR2B_RSC3_gp120,10.8190784170139,0.73117361664772,good,""
FcgR2B_1086_gp120,-2.44627487721265,0.852150624990463,high,""
FcgR2B_gp140_BR29,14.5166458666061,0.825282323360443,high,""
FcgR2B_gp41_HxBc2,2.16058325683796,0.743833273649216,good,""
FcgR2B_p24_HxBc2,4.86704090019533,0.924356144666672,high,""
FcgR2B_Boost,22.0417305146957,0.705575310438871,good,FcgR2B_Boost
FcgR2B_p17_Clade_C,10.5998725538002,0.614793637394905,good,""
FcgR2B_gp120_CM235,-1.34453585147348,0.918067556619644,high,""
FcgR2B_gp120_Du151,4.25275303950614,0.880338543653488,high,""
FcgR2B_gp120_96ZM651,4.27388541081526,0.710722965374589,good,""
FcgR2B_gp70_V1V2_Clade_AE,11.4787992916703,0.863706874847412,high,""
FcgR2B_NL4_3_integrase,11.166863353118,0.790048845112324,high,""
FcgR2B_gp120_JRCSF,-8.11792444661298,0.820498305559158,high,""
FcgR2B_gp120_TRO,12.8975075738026,0.833968433737755,high,""
R2A_3_gp120_ZM109F,6.22296717715266,0.81889201104641,high,""
R2A_3_Barouch_Boost,8.67128379745969,0.789158420264721,high,""
R2A_3_gp120_CN54,18.5121632417139,0.738797430321574,good,""
R2A_3_HIV_p7,7.46720169461844,0.747104346752167,good,""
R2A_3_Barouch_Prime,5.81066129795455,0.787108187377453,high,""
R2A_3_Gag,9.4310822049713,0.489506570994854,medium,""
R2A_3_gp120_BAL,-0.0314628447744384,0.769204458594322,high,""
R2A_3_gp120_YU2,-12.2582314206814,0.829526983201504,high,""
R2A_3_RSC3_gp120,7.85371694620452,0.606913600116968,good,""
R2A_3_1086_gp120,-6.60141070175508,0.785293300449848,high,""
R2A_3_gp140_BR29,7.29070881053708,0.710046228393912,good,""
R2A_3_gp41_HxBc2,11.5976006889987,0.674555639922619,good,""
R2A_3_p24_HxBc2,8.05631716036759,0.875890129804611,high,""
R2A_3_Boost,10.2256881693133,0.635468442738056,good,""
R2A_3_p17_Clade_C,7.49217575992533,0.716032502055168,good,""
R2A_3_gp120_CM235,9.91697921424656,0.822352665662766,high,""
R2A_3_gp120_Du151,12.0890507177726,0.851173329353333,high,""
R2A_3_gp120_96ZM651,6.20681713042141,0.721564242243767,good,""
R2A_3_gp70_V1V2_Clade_AE,4.70112717054345,0.925518810749054,high,""
R2A_3_NL4_3_integrase,16.9944640481973,0.809638643264771,high,""
R2A_3_gp120_JRCSF,-2.72156003069105,0.792430657148361,high,""
R2A_3_gp120_TRO,14.8157153201893,0.706080874055624,good,""
R3A_1_gp120_ZM109F,10.5345976184707,0.903480446338654,high,""
R3A_1_Barouch_Boost,19.767705420474,0.857435449957848,high,""
R3A_1_gp120_CN54,17.2320663953007,0.779995110630989,high,""
R3A_1_HIV_p7,10.5949885666972,0.828174757957459,high,""
R3A_1_Barouch_Prime,-2.92410280955174,0.709776891767979,good,""
R3A_1_Gag,18.4156624017808,0.500701728463173,good,""
R3A_1_gp120_BAL,2.99551799300577,0.72357492595911,good,""
R3A_1_gp120_YU2,12.1725370236833,0.908402532339096,high,""
R3A_1_RSC3_gp120,16.9749416218305,0.701514571160078,good,""
R3A_1_1086_gp120,21.7628626877078,0.707108437269926,good,R3A_1_1086_gp120
R3A_1_gp140_BR29,27.3634479158839,0.705597674846649,good,R3A_1_gp140_BR29
R3A_1_gp41_HxBc2,-6.80155823945044,0.697928214073181,good,""
R3A_1_p24_HxBc2,5.81120040450635,0.911662983894348,high,""
R3A_1_Boost,10.6285797322626,0.539907103031874,good,""
R3A_1_p17_Clade_C,4.52379372768122,0.611240649223328,good,""
R3A_1_gp120_CM235,3.6402169179231,0.909507793188095,high,""
R3A_1_gp120_Du151,7.48101242485329,0.871110472083092,high,""
R3A_1_gp120_96ZM651,9.28774036944912,0.855052644014359,high,""
R3A_1_gp70_V1V2_Clade_AE,5.50884213848197,0.870885366201401,high,""
R3A_1_NL4_3_integrase,3.72364174888864,0.818845838308334,high,""
R3A_1_gp120_JRCSF,-1.86703180182655,0.720791137218475,good,""
R3A_1_gp120_TRO,19.7349567701937,0.824878561496735,high,""
R3A_3_gp120_ZM109F,18.1735802379568,0.877676385641098,high,""
R3A_3_Barouch_Boost,0.77860933121959,0.766947647929192,high,""
R3A_3_gp120_CN54,-1.95847621001623,0.649700140953064,good,""
R3A_3_HIV_p7,15.5077276568429,0.789390489459038,high,""
R3A_3_Barouch_Prime,-2.29488218202411,0.744971964508295,good,""
R3A_3_Gag,14.5316543685084,0.567440995573998,good,""
R3A_3_gp120_BAL,1.42225461876891,0.623169682919979,good,""
R3A_3_gp120_YU2,0.115405550745069,0.837516197562218,high,""
R3A_3_RSC3_gp120,15.5456112582157,0.505443498119712,good,""
R3A_3_1086_gp120,6.56169640871777,0.804125341773033,high,""
R3A_3_gp140_BR29,-0.0565502916703778,0.814512413740158,high,""
R3A_3_gp41_HxBc2,18.5284980810244,0.699492166936398,good,""
R3A_3_p24_HxBc2,20.5111632450337,0.813571149110794,high,R3A_3_p24_HxBc2
R3A_3_Boost,1.17422018844117,0.454289248585701,medium,""
R3A_3_p17_Clade_C,15.0681014088079,0.769036102294922,high,""
R3A_3_gp120_CM235,-5.96049224166002,0.822746036946774,high,""
R3A_3_gp120_Du151,5.54659102451479,0.880339395999908,high,""
R3A_3_gp120_96ZM651,12.3873499024005,0.620263814926148,good,""
R3A_3_gp70_V1V2_Clade_AE,2.13626217839587,0.77276789098978,high,""
R3A_3_NL4_3_integrase,19.2765467845911,0.729411147534847,good,""
R3A_3_gp120_JRCSF,0.905369779924532,0.796172387897968,high,""
R3A_3_gp120_TRO,8.51182495810386,0.754884438961744,high,""
FcgR3AV_gp120_ZM109F,18.7876532881731,0.907790422439575,high,""
FcgR3AV_Barouch_Boost,10.594002311389,0.867045718431473,high,""
FcgR3AV_gp120_CN54,8.71562226083623,0.828422546386719,high,""
FcgR3AV_HIV_p7,19.054920083295,0.612219607830048,good,""
FcgR3AV_Barouch_Prime,2.49967430758124,0.661235663667321,good,""
FcgR3AV_Gag,19.8391606121955,0.708940753340721,good,""
FcgR3AV_gp120_BAL,-4.42020032005203,0.870296758413315,high,""
FcgR3AV_gp120_YU2,13.2650333234643,0.876329159736633,high,""
FcgR3AV_RSC3_gp120,6.62577932537036,0.530747921206057,good,""
FcgR3AV_1086_gp120,4.85536172059654,0.887048101425171,high,""
FcgR3AV_gp140_BR29,2.37078392541264,0.868992757797241,high,""
FcgR3AV_gp41_HxBc2,9.19758872180115,0.801502528786659,high,""
FcgR3AV_p24_HxBc2,5.07206782585119,0.925173842906952,high,""
FcgR3AV_Boost,7.38756465612269,0.762742741405964,high,""
FcgR3AV_p17_Clade_C,14.8698331410551,0.708062320202589,good,""
FcgR3AV_gp120_CM235,-2.42040598410829,0.922917807102203,high,""
FcgR3AV_gp120_Du151,1.70482109986076,0.934166258573532,high,""
FcgR3AV_gp120_96ZM651,0.895298219218564,0.779519292712212,high,""
FcgR3AV_gp70_V1V2_Clade_AE,4.63939592064505,0.842912489175797,high,""
FcgR3AV_NL4_3_integrase,7.1971188582219,0.806851184368134,high,""
FcgR3AV_gp120_JRCSF,15.7247864386671,0.648584493994713,good,""
FcgR3AV_gp120_TRO,2.94728021248103,0.82892661690712,high,""
FcgR3B_NA1_gp120_ZM109F,-2.64990342605803,0.78080142736435,high,""
FcgR3B_NA1_Barouch_Boost,12.1304628992816,0.931622123718262,high,""
FcgR3B_NA1_gp120_CN54,0.0858458041150977,0.881735098361969,high,""
FcgR3B_NA1_HIV_p7,8.77607872837829,0.843433046340942,high,""
FcgR3B_NA1_Barouch_Prime,-8.40174037550823,0.819281148910523,high,""
FcgR3B_NA1_Gag,24.2128278749716,0.545319630205631,good,FcgR3B_NA1_Gag
FcgR3B_NA1_gp120_BAL,3.16578617215183,0.779901877045631,high,""
FcgR3B_NA1_gp120_YU2,12.3417718503653,0.835356059670448,high,""
FcgR3B_NA1_RSC3_gp120,18.726624602624,0.524026725813747,good,""
FcgR3B_NA1_1086_gp120,2.61000555521269,0.913834327459335,high,""
FcgR3B_NA1_gp140_BR29,11.5111666868946,0.849832767248154,high,""
FcgR3B_NA1_gp41_HxBc2,0.2309286791692,0.812316484749317,high,""
FcgR3B_NA1_p24_HxBc2,2.30470935556322,0.898683130741119,high,""
FcgR3B_NA1_Boost,-2.3858977116743,0.771751883625984,high,""
FcgR3B_NA1_p17_Clade_C,10.5204441781663,0.756416490674019,high,""
FcgR3B_NA1_gp120_CM235,1.01356541626289,0.907120877504349,high,""
FcgR3B_NA1_gp120_Du151,5.71294710923167,0.938714855909348,high,""
FcgR3B_NA1_gp120_96ZM651,-5.14888244515383,0.643556410074234,good,""
FcgR3B_NA1_gp70_V1V2_Clade_AE,4.60700206937925,0.631117869541049,good,""
FcgR3B_NA1_NL4_3_integrase,9.76892285671238,0.689636582136154,good,""
FcgR3B_NA1_gp120_JRCSF,-14.7391030781848,0.764216512441635,high,""
FcgR3B_NA1_gp120_TRO,0.0281619614952664,0.784017619490624,high,""
FcgR3AF_gp120_ZM109F,15.2234776211952,0.90344705581665,high,""
FcgR3AF_Barouch_Boost,-1.77509107080001,0.916852921247482,high,""
FcgR3AF_gp120_CN54,3.00771935204172,0.798603853583336,high,""
FcgR3AF_HIV_p7,-1.44680980334473,0.650223889946938,good,""
FcgR3AF_Barouch_Prime,15.6595355681892,0.718287805467844,good,""
FcgR3AF_Gag,0.687121034691102,0.72630305737257,good,""
FcgR3AF_gp120_BAL,17.4800661931104,0.776190640032291,high,""
FcgR3AF_gp120_YU2,5.6413471091514,0.791685866564512,high,""
FcgR3AF_RSC3_gp120,10.714768103306,0.797202470898628,high,""
FcgR3AF_1086_gp120,6.47227159176002,0.675277390703559,good,""
FcgR3AF_gp140_BR29,-9.62700117386588,0.849926728010178,high,""
FcgR3AF_gp41_HxBc2,16.9349119600717,0.748170119524002,good,""
FcgR3AF_p24_HxBc2,-7.90280298794714,0.918272083997726,high,""
FcgR3AF_Boost,7.99442014506005,0.721610770747066,good,""
FcgR3AF_p17_Clade_C,23.9231884100059,0.729279446601868,good,FcgR3AF_p17_Clade_C
FcgR3AF_gp120_CM235,-3.43178038736254,0.903782910108566,high,""
FcgR3AF_gp120_Du151,3.63185465030081,0.902171885967255,high,""
FcgR3AF_gp120_96ZM651,11.4010268490376,0.806392511725426,high,""
FcgR3AF_gp70_V1V2_Clade_AE,5.50384120606864,0.814624553918839,high,""
FcgR3AF_NL4_3_integrase,2.74433769222028,0.871891456842423,high,""
FcgR3AF_gp120_JRCSF,4.79176310660185,0.659266865253449,good,""
FcgR3AF_gp120_TRO,3.75443149274333,0.862390619516373,high,""
C1q_gp120_ZM109F,6.07357258802173,0.791445714235306,high,""
C1q_Barouch_Boost,5.48793507635622,0.779379978775978,high,""
C1q_gp120_CN54,3.62412392008248,0.661992081999779,good,""
C1q_HIV_p7,9.69099606164371,0.70074614584446,good,""
C1q_Barouch_Prime,-3.03154028219206,0.900280213356018,high,""
C1q_Gag,17.5008313937053,0.763798931241036,high,""
C1q_gp120_BAL,6.58402778174369,0.762242537364364,high,""
C1q_gp120_YU2,-2.50138405169175,0.885123997926712,high,""
C1q_RSC3_gp120,22.8826590598949,0.550474263075739,good,C1q_RSC3_gp120
C1q_1086_gp120,6.26821840341564,0.659446337819099,good,""
C1q_gp140_BR29,10.836916154011,0.760119372606278,high,""
C1q_gp41_HxBc2,-4.33132007394408,0.834935262799263,high,""
C1q_p24_HxBc2,18.4966401444627,0.795168900489807,high,""
C1q_Boost,-7.8741404891706,0.849975258111954,high,""
C1q_p17_Clade_C,8.66789202753371,0.769679433107376,high,""
C1q_gp120_CM235,10.611069477037,0.525055760145187,good,""
C1q_gp120_Du151,11.3570226705408,0.651860004663467,good,""
C1q_gp120_96ZM651,9.6799281641623,0.777325510978699,high,""
C1q_gp70_V1V2_Clade_AE,7.52066105779292,0.612613388802856,good,""
C1q_NL4_3_integrase,14.5501233419438,0.862282681465149,high,""
C1q_gp120_JRCSF,5.89932714937207,0.665184180811048,good,""
C1q_gp120_TRO,12.7557038910317,0.762853702157736,high,""
C97_wk28,19.7165828779324,0.725369698833674,good,""
Mos_wk28,19.5527098097562,0.632968550175428,good,""
Mos1_env_wk26,7.6999650348628,0.805304634571075,high,""
Mos1_gag_wk26,-4.72291332568612,0.710237285494804,good,""
Mos1_pol_wk26,13.7692015976204,0.820738846063614,high,""
Mos2_env_wk26,22.8300004983817,0.808121466636658,high,Mos2_env_wk26
Mos2_gag_wk26,8.30119851788902,0.664017303287983,good,""
Mos2_pol_wk26,9.91879991715344,0.807602000236511,high,""
PTE_env_wk26,-1.69804494312513,0.859820133447647,high,""
PTE_gag_wk26,11.7811348398906,0.665890547633171,good,""
PTE_pol_wk26,4.46742873694016,0.862274718284607,high,""
PTE_env_max_wk26,11.7937760588299,0.878005659580231,high,""
PTE_gag_max_wk26,8.94949978387884,0.786870646476746,high,""
PTE_pol_max_wk26,10.33079080117,0.768993282318115,high,""
Mos1_env1_wk26,-2.94442307574407,0.755454716086388,high,""
Mos1_env2_wk26,2.86330854995583,0.841679042577744,high,""
Mos2_env1_wk26,-0.406807918076923,0.615469771623612,good,""
Mos2_env2_wk26,11.9996187841594,0.760541608929634,high,""
PTE_env1_wk26,9.68068180581281,0.873003488779068,high,""
PTE_env2_wk26,24.7571538343131,0.617180627584457,good,PTE_env2_wk26
PTE_env3_wk26,17.5631776173135,0.348418560402934,medium,""
