fold,model_pearson2to1,model_pearson1to2,recon_pear_2,recon_pear_1,F1,Accuracy,model,set,cell,iteration
0,0.686414837837219,0.689172565937042,0.754543364048004,0.751543521881104,1,1,AutoTransOp v2,validation,MCF10A,3
1,0.676373243331909,0.671731114387512,0.747151851654053,0.745095908641815,1,1,AutoTransOp v2,validation,MCF10A,3
2,0.628607451915741,0.635983467102051,0.702732682228088,0.70548677444458,1,1,AutoTransOp v2,validation,MCF10A,3
3,0.62887042760849,0.63070410490036,0.705803155899048,0.70672619342804,1,1,AutoTransOp v2,validation,MCF10A,3
4,0.656334698200226,0.662970066070557,0.741232931613922,0.743642687797546,1,1,AutoTransOp v2,validation,MCF10A,3
0,0.668307840824127,0.69870126247406,0.743279933929443,0.763230681419373,1,1,AutoTransOp v2,validation,MCF10A,4
1,0.653269469738007,0.674786925315857,0.739368915557861,0.751563966274262,1,1,AutoTransOp v2,validation,MCF10A,4
2,0.620752334594727,0.639505505561829,0.696153104305267,0.70791757106781,1,1,AutoTransOp v2,validation,MCF10A,4
3,0.592667460441589,0.615921199321747,0.693339109420776,0.710398554801941,1,1,AutoTransOp v2,validation,MCF10A,4
4,0.649406969547272,0.675255417823792,0.734511196613312,0.748142242431641,1,1,AutoTransOp v2,validation,MCF10A,4
0,0.684047937393189,0.683273732662201,0.745623588562012,0.744905769824982,1,1,AutoTransOp v2,validation,HA1E,0
1,0.707385361194611,0.703948795795441,0.765857994556427,0.760145485401154,1,1,AutoTransOp v2,validation,HA1E,0
2,0.674235999584198,0.68263965845108,0.746522843837738,0.745182573795319,1,1,AutoTransOp v2,validation,HA1E,0
3,0.690607070922852,0.686315596103668,0.75012618303299,0.74814635515213,1,1,AutoTransOp v2,validation,HA1E,0
4,0.666092872619629,0.66167026758194,0.735457301139832,0.732802331447601,1,1,AutoTransOp v2,validation,HA1E,0
0,0.681165039539337,0.680894136428833,0.742758393287659,0.745294272899628,1,1,AutoTransOp v2,validation,HA1E,1
1,0.702557623386383,0.70529967546463,0.761987328529358,0.764051854610443,1,1,AutoTransOp v2,validation,HA1E,1
2,0.680047333240509,0.687532067298889,0.744311928749085,0.751303791999817,1,1,AutoTransOp v2,validation,HA1E,1
3,0.686136841773987,0.692942082881928,0.748720824718475,0.755237221717835,1,1,AutoTransOp v2,validation,HA1E,1
4,0.657503426074982,0.667869985103607,0.728788137435913,0.736682236194611,1,1,AutoTransOp v2,validation,HA1E,1
0,0.678717792034149,0.685703337192535,0.74100524187088,0.749923467636108,1,1,AutoTransOp v2,validation,HA1E,2
1,0.69644021987915,0.707573354244232,0.758234798908234,0.76755690574646,1,1,AutoTransOp v2,validation,HA1E,2
2,0.675595879554749,0.687211930751801,0.743115127086639,0.75280112028122,1,1,AutoTransOp v2,validation,HA1E,2
3,0.683621168136597,0.689533352851868,0.746665239334106,0.755361437797546,1,1,AutoTransOp v2,validation,HA1E,2
4,0.659620344638825,0.66048002243042,0.728293597698212,0.735053598880768,1,1,AutoTransOp v2,validation,HA1E,2
0,0.684125006198883,0.687223970890045,0.744357287883759,0.747533798217773,1,1,AutoTransOp v2,validation,HA1E,3
1,0.702097773551941,0.70573890209198,0.763822495937347,0.766534805297852,1,1,AutoTransOp v2,validation,HA1E,3
2,0.677499055862427,0.684817373752594,0.748192667961121,0.750195264816284,1,1,AutoTransOp v2,validation,HA1E,3
3,0.685626804828644,0.690328896045685,0.74858033657074,0.748918056488037,1,1,AutoTransOp v2,validation,HA1E,3
4,0.66264420747757,0.66606342792511,0.73578292131424,0.735004782676697,1,1,AutoTransOp v2,validation,HA1E,3
0,0.677571952342987,0.687702894210815,0.741545498371124,0.747577369213104,1,1,AutoTransOp v2,validation,HA1E,4
1,0.699131906032562,0.705072402954102,0.762267529964447,0.76598447561264,1,1,AutoTransOp v2,validation,HA1E,4
2,0.679189205169678,0.684203088283539,0.742998898029327,0.747042715549469,1,1,AutoTransOp v2,validation,HA1E,4
3,0.68459290266037,0.690217256546021,0.747308492660523,0.749272882938385,1,1,AutoTransOp v2,validation,HA1E,4
4,0.666766405105591,0.662477552890778,0.735879778862,0.728689193725586,1,1,AutoTransOp v2,validation,HA1E,4
0,0.712993443012238,0.706698000431061,0.772996783256531,0.766603529453278,1,1,AutoTransOp v2,validation,HCC515,0
1,0.695722460746765,0.688414752483368,0.759044051170349,0.749076187610626,1,1,AutoTransOp v2,validation,HCC515,0
2,0.687219083309174,0.674882709980011,0.753689289093018,0.743745446205139,1,1,AutoTransOp v2,validation,HCC515,0
3,0.702341914176941,0.69870126247406,0.763327717781067,0.759629189968109,1,1,AutoTransOp v2,validation,HCC515,0
4,0.721028625965118,0.715741515159607,0.778029501438141,0.771550893783569,1,1,AutoTransOp v2,validation,HCC515,0
0,0.704975962638855,0.709689736366272,0.769409835338593,0.770666301250458,1,1,AutoTransOp v2,validation,HCC515,1
1,0.685330331325531,0.69213205575943,0.751534819602966,0.756364464759827,1,1,AutoTransOp v2,validation,HCC515,1
2,0.676484048366547,0.676519095897675,0.747734010219574,0.749909341335297,1,1,AutoTransOp v2,validation,HCC515,1
3,0.697454214096069,0.701121687889099,0.762661218643189,0.762274146080017,1,1,AutoTransOp v2,validation,HCC515,1
4,0.714570641517639,0.716262638568878,0.773200452327728,0.77499794960022,1,1,AutoTransOp v2,validation,HCC515,1
0,0.70318615436554,0.70454615354538,0.773407578468323,0.769211053848267,1,1,AutoTransOp v2,validation,HCC515,2
1,0.688892483711243,0.69152444601059,0.755680739879608,0.75439441204071,1,1,AutoTransOp v2,validation,HCC515,2
2,0.681713938713074,0.679828643798828,0.75311154127121,0.747816622257233,1,1,AutoTransOp v2,validation,HCC515,2
3,0.703702867031097,0.698777318000794,0.767901837825775,0.759549796581268,1,1,AutoTransOp v2,validation,HCC515,2
4,0.713142096996307,0.714570343494415,0.777317523956299,0.772236347198486,1,1,AutoTransOp v2,validation,HCC515,2
0,0.7123082280159,0.704006433486939,0.771656334400177,0.769335389137268,1,1,AutoTransOp v2,validation,HCC515,3
1,0.694224119186401,0.689657330513001,0.756020843982697,0.751851916313171,1,1,AutoTransOp v2,validation,HCC515,3
2,0.683405876159668,0.679804682731628,0.75174355506897,0.747954964637756,1,1,AutoTransOp v2,validation,HCC515,3
3,0.698371410369873,0.695503175258637,0.763758599758148,0.761296629905701,1,1,AutoTransOp v2,validation,HCC515,3
4,0.71775621175766,0.714373171329498,0.775428175926209,0.773387670516968,1,1,AutoTransOp v2,validation,HCC515,3
0,0.70734053850174,0.715483605861664,0.768439829349518,0.773688197135925,1,1,AutoTransOp v2,validation,HCC515,4
1,0.691935837268829,0.687972247600555,0.755815446376801,0.752687871456146,1,1,AutoTransOp v2,validation,HCC515,4
2,0.6793572306633,0.677722334861755,0.750412881374359,0.748000025749207,1,1,AutoTransOp v2,validation,HCC515,4
3,0.697538375854492,0.70201987028122,0.758625149726868,0.763721942901611,1,1,AutoTransOp v2,validation,HCC515,4
4,0.716197431087494,0.721876740455627,0.773433566093445,0.774902164936066,1,1,AutoTransOp v2,validation,HCC515,4
0,0.66976410150528,0.671309053897858,0.748251557350159,0.753470718860626,1,1,AutoTransOp v2,validation,ASC,0
1,0.64376974105835,0.651230990886688,0.719559669494629,0.72564709186554,1,1,AutoTransOp v2,validation,ASC,0
2,0.586953163146973,0.600394427776337,0.68172287940979,0.685583531856537,1,1,AutoTransOp v2,validation,ASC,0
3,0.624135494232178,0.633429825305939,0.699346721172333,0.706601798534393,1,1,AutoTransOp v2,validation,ASC,0
4,0.634070634841919,0.638635337352753,0.715327024459839,0.717901587486267,1,1,AutoTransOp v2,validation,ASC,0
0,0.694037616252899,0.671927094459534,0.761354267597199,0.74223256111145,1,1,AutoTransOp v2,validation,ASC,1
1,0.664885342121124,0.653091013431549,0.727195918560028,0.71515154838562,1,1,AutoTransOp v2,validation,ASC,1
2,0.61225825548172,0.588538289070129,0.689234435558319,0.67394745349884,1,1,AutoTransOp v2,validation,ASC,1
3,0.639099955558777,0.621641516685486,0.71212637424469,0.696618914604187,1,1,AutoTransOp v2,validation,ASC,1
4,0.644102156162262,0.614274442195892,0.72904771566391,0.70819491147995,1,1,AutoTransOp v2,validation,ASC,1
0,0.680928885936737,0.686894237995148,0.747271299362183,0.751523554325104,1,1,AutoTransOp v2,validation,ASC,2
1,0.65120929479599,0.663653433322907,0.721631288528442,0.724514722824097,1,1,AutoTransOp v2,validation,ASC,2
2,0.608177602291107,0.584196329116821,0.689241290092468,0.67334794998169,1,1,AutoTransOp v2,validation,ASC,2
3,0.622736573219299,0.623066961765289,0.700278043746948,0.702780961990356,1,1,AutoTransOp v2,validation,ASC,2
4,0.642210304737091,0.650759220123291,0.712936580181122,0.722751080989838,1,1,AutoTransOp v2,validation,ASC,2
0,0.667186081409454,0.678040027618408,0.746940195560455,0.75456041097641,1,1,AutoTransOp v2,validation,ASC,3
1,0.659421324729919,0.66455078125,0.721099674701691,0.730797350406647,1,1,AutoTransOp v2,validation,ASC,3
2,0.586494266986847,0.607285976409912,0.678704082965851,0.691081464290619,1,1,AutoTransOp v2,validation,ASC,3
3,0.619315087795258,0.618120908737183,0.696136772632599,0.71175229549408,1,1,AutoTransOp v2,validation,ASC,3
4,0.615628182888031,0.647318780422211,0.713071227073669,0.726079344749451,1,1,AutoTransOp v2,validation,ASC,3
0,0.675850808620453,0.665989398956299,0.75333833694458,0.747183918952942,1,1,AutoTransOp v2,validation,ASC,4
1,0.657820701599121,0.666776359081268,0.719528257846832,0.72907429933548,1,1,AutoTransOp v2,validation,ASC,4
2,0.590473532676697,0.610158085823059,0.682716131210327,0.68193918466568,1,1,AutoTransOp v2,validation,ASC,4
3,0.631561696529388,0.625145673751831,0.705825388431549,0.701566159725189,1,1,AutoTransOp v2,validation,ASC,4
4,0.6482874751091,0.64782452583313,0.719279646873474,0.715248346328735,1,1,AutoTransOp v2,validation,ASC,4
0,0.721814453601837,0.719696640968323,0.77463310956955,0.772781670093536,1,1,AutoTransOp v2,validation,VCAP,0
1,0.731841504573822,0.72443014383316,0.78112930059433,0.774654269218445,1,1,AutoTransOp v2,validation,VCAP,0
2,0.734521925449371,0.729098439216614,0.780985236167908,0.776090085506439,1,1,AutoTransOp v2,validation,VCAP,0
3,0.714878618717194,0.708064377307892,0.761699736118317,0.757858812808991,1,1,AutoTransOp v2,validation,VCAP,0
4,0.72183108329773,0.71725070476532,0.771675646305084,0.770082414150238,1,1,AutoTransOp v2,validation,VCAP,0
0,0.723357439041138,0.723614931106567,0.772009432315826,0.776364684104919,1,1,AutoTransOp v2,validation,VCAP,1
1,0.727680206298828,0.730556607246399,0.773449957370758,0.779951512813568,1,1,AutoTransOp v2,validation,VCAP,1
2,0.727397978305817,0.734258651733398,0.77545040845871,0.780749619007111,1,1,AutoTransOp v2,validation,VCAP,1
3,0.708709716796875,0.711815297603607,0.756179094314575,0.762377321720123,1,1,AutoTransOp v2,validation,VCAP,1
4,0.712944090366364,0.7182457447052,0.767022788524628,0.774426996707916,1,1,AutoTransOp v2,validation,VCAP,1
0,0.727210462093353,0.71485823392868,0.777919113636017,0.768921911716461,1,1,AutoTransOp v2,validation,VCAP,2
1,0.731649935245514,0.724172472953796,0.781565189361572,0.775021553039551,1,1,AutoTransOp v2,validation,VCAP,2
2,0.73153954744339,0.72832602262497,0.780370056629181,0.77791839838028,1,1,AutoTransOp v2,validation,VCAP,2
3,0.711734890937805,0.7082639336586,0.759845018386841,0.757636368274689,1,1,AutoTransOp v2,validation,VCAP,2
4,0.723734378814697,0.718394875526428,0.772138893604279,0.768929421901703,1,1,AutoTransOp v2,validation,VCAP,2
0,0.716225206851959,0.725661993026733,0.771173238754273,0.777713239192963,1,1,AutoTransOp v2,validation,VCAP,3
1,0.725263774394989,0.735328674316406,0.774123787879944,0.783593535423279,1,1,AutoTransOp v2,validation,VCAP,3
2,0.729665815830231,0.73436313867569,0.777311861515045,0.781791508197784,1,1,AutoTransOp v2,validation,VCAP,3
3,0.703656077384949,0.711705327033997,0.755818605422974,0.759996771812439,1,1,AutoTransOp v2,validation,VCAP,3
4,0.718697547912598,0.721930086612701,0.76897132396698,0.77355021238327,1,1,AutoTransOp v2,validation,VCAP,3
0,0.720960974693298,0.726893723011017,0.772243142127991,0.775621771812439,1,1,AutoTransOp v2,validation,VCAP,4
1,0.72444623708725,0.732212126255035,0.777532696723938,0.779447138309479,1,1,AutoTransOp v2,validation,VCAP,4
2,0.730278134346008,0.72996997833252,0.778874099254608,0.77904486656189,1,1,AutoTransOp v2,validation,VCAP,4
3,0.71310555934906,0.709809422492981,0.759523928165436,0.760050475597382,1,1,AutoTransOp v2,validation,VCAP,4
4,0.71881628036499,0.718534111976624,0.770333051681519,0.770087063312531,1,1,AutoTransOp v2,validation,VCAP,4
0,0.504827082157135,0.508884251117706,0.61494916677475,0.621126174926758,1,1,AutoTransOp v2,validation,HUVEC,0
1,0.549842357635498,0.526492238044739,0.647448837757111,0.639206469058991,1,1,AutoTransOp v2,validation,HUVEC,0
2,0.553988456726074,0.557956278324127,0.63132256269455,0.640679001808167,1,1,AutoTransOp v2,validation,HUVEC,0
3,0.57190477848053,0.563614368438721,0.66319751739502,0.664229869842529,1,1,AutoTransOp v2,validation,HUVEC,0
4,0.583503067493439,0.590833485126495,0.670443952083588,0.661652147769928,1,1,AutoTransOp v2,validation,HUVEC,0
0,0.52474582195282,0.518448352813721,0.622689485549927,0.623141288757324,1,1,AutoTransOp v2,validation,HUVEC,1
1,0.579764544963837,0.566336691379547,0.644572377204895,0.641589045524597,1,1,AutoTransOp v2,validation,HUVEC,1
2,0.555264949798584,0.525234520435333,0.644339025020599,0.628912448883057,1,1,AutoTransOp v2,validation,HUVEC,1
3,0.575865566730499,0.57394552230835,0.661000370979309,0.666711449623108,1,1,AutoTransOp v2,validation,HUVEC,1
4,0.566853761672974,0.588958144187927,0.65928065776825,0.669711649417877,1,1,AutoTransOp v2,validation,HUVEC,1
0,0.509127795696259,0.518252909183502,0.61688756942749,0.615984737873077,1,1,AutoTransOp v2,validation,HUVEC,2
1,0.564520239830017,0.560876131057739,0.63579124212265,0.64892590045929,1,1,AutoTransOp v2,validation,HUVEC,2
2,0.561424076557159,0.569548726081848,0.633619248867035,0.638375282287598,1,1,AutoTransOp v2,validation,HUVEC,2
3,0.583351016044617,0.595023334026337,0.656765341758728,0.67399126291275,1,1,AutoTransOp v2,validation,HUVEC,2
4,0.563171446323395,0.600419521331787,0.656650245189667,0.681217432022095,1,1,AutoTransOp v2,validation,HUVEC,2
0,0.508809626102448,0.510019659996033,0.616426706314087,0.628961682319641,1,1,AutoTransOp v2,validation,HUVEC,3
1,0.573706984519959,0.553524255752564,0.648340404033661,0.643814623355866,1,1,AutoTransOp v2,validation,HUVEC,3
2,0.551550507545471,0.546833276748657,0.638867974281311,0.637299060821533,1,1,AutoTransOp v2,validation,HUVEC,3
3,0.585537672042847,0.582591414451599,0.671019077301025,0.659696280956268,1,1,AutoTransOp v2,validation,HUVEC,3
4,0.589061498641968,0.598741114139557,0.663640737533569,0.676694810390472,1,1,AutoTransOp v2,validation,HUVEC,3
0,0.509820222854614,0.517957329750061,0.616513848304749,0.612214803695679,1,1,AutoTransOp v2,validation,HUVEC,4
1,0.565006077289581,0.562434732913971,0.645232498645783,0.645322620868683,1,1,AutoTransOp v2,validation,HUVEC,4
2,0.551989495754242,0.545042812824249,0.636910378932953,0.631910562515259,1,1,AutoTransOp v2,validation,HUVEC,4
3,0.587281584739685,0.57665228843689,0.668447136878967,0.656761348247528,1,1,AutoTransOp v2,validation,HUVEC,4
4,0.579547047615051,0.581129670143127,0.668955504894257,0.665949404239655,1,1,AutoTransOp v2,validation,HUVEC,4
0,0.596920013427734,0.602569103240967,0.691011250019074,0.69581812620163,1,1,AutoTransOp v2,validation,HELA,0
1,0.646046221256256,0.64997261762619,0.718132674694061,0.718045055866242,1,1,AutoTransOp v2,validation,HELA,0
2,0.620695173740387,0.620353102684021,0.699411571025848,0.697892308235169,1,1,AutoTransOp v2,validation,HELA,0
3,0.624887228012085,0.638750851154327,0.714491367340088,0.71833062171936,1,1,AutoTransOp v2,validation,HELA,0
4,0.603771030902863,0.618357539176941,0.691649377346039,0.699277758598328,1,1,AutoTransOp v2,validation,HELA,0
0,0.59804368019104,0.602050244808197,0.697409570217133,0.694621205329895,1,1,AutoTransOp v2,validation,HELA,1
1,0.640236675739288,0.648021757602692,0.71498841047287,0.722887516021729,1,1,AutoTransOp v2,validation,HELA,1
2,0.615969836711884,0.612491965293884,0.695518732070923,0.702594995498657,1,1,AutoTransOp v2,validation,HELA,1
3,0.635963916778565,0.639756381511688,0.714860320091248,0.719805538654327,1,1,AutoTransOp v2,validation,HELA,1
4,0.59988534450531,0.601524889469147,0.696622550487518,0.694451153278351,1,1,AutoTransOp v2,validation,HELA,1
0,0.607840001583099,0.597189426422119,0.697221100330353,0.695496559143066,1,1,AutoTransOp v2,validation,HELA,2
1,0.63886970281601,0.643185973167419,0.718327879905701,0.723577499389648,1,1,AutoTransOp v2,validation,HELA,2
2,0.617178380489349,0.612036466598511,0.69953978061676,0.699064314365387,1,1,AutoTransOp v2,validation,HELA,2
3,0.632280290126801,0.630139052867889,0.720340132713318,0.711885452270508,1,1,AutoTransOp v2,validation,HELA,2
4,0.621414542198181,0.592465162277222,0.699635982513428,0.688813745975494,1,1,AutoTransOp v2,validation,HELA,2
0,0.598553776741028,0.619688212871552,0.688962042331696,0.704998254776001,1,1,AutoTransOp v2,validation,HELA,3
1,0.640059173107147,0.648944675922394,0.71650505065918,0.722994089126587,1,1,AutoTransOp v2,validation,HELA,3
2,0.619044005870819,0.61901319026947,0.692907512187958,0.702526211738586,1,1,AutoTransOp v2,validation,HELA,3
3,0.625201404094696,0.628201484680176,0.713461637496948,0.72076404094696,1,1,AutoTransOp v2,validation,HELA,3
4,0.595969498157501,0.599181711673737,0.693830728530884,0.697398543357849,1,1,AutoTransOp v2,validation,HELA,3
0,0.625602126121521,0.597666084766388,0.704351782798767,0.688553869724274,1,1,AutoTransOp v2,validation,HELA,4
1,0.639289200305939,0.616392195224762,0.729617357254028,0.707007169723511,1,1,AutoTransOp v2,validation,HELA,4
2,0.60464084148407,0.584611713886261,0.701114773750305,0.69073224067688,1,1,AutoTransOp v2,validation,HELA,4
3,0.648368716239929,0.625306308269501,0.72956508398056,0.705996990203857,1,1,AutoTransOp v2,validation,HELA,4
4,0.623285472393036,0.586805582046509,0.704634010791779,0.682901442050934,1,1,AutoTransOp v2,validation,HELA,4
