Fold,lrt_counts,latent_var,lrt_importance
fold 6,488,z300,Important
fold 8,484,z300,Important
fold 9,495,z300,Important
fold 0,494,z301,Important
fold 1,485,z301,Important
fold 2,492,z301,Important
fold 3,489,z301,Important
fold 4,477,z301,Important
fold 5,485,z301,Important
fold 6,488,z301,Important
fold 7,480,z301,Important
fold 8,484,z301,Important
fold 9,495,z301,Important
fold 0,494,z302,Important
fold 1,485,z302,Important
fold 2,492,z302,Important
fold 3,489,z302,Important
fold 4,477,z302,Important
fold 5,485,z302,Important
fold 6,488,z302,Important
fold 7,480,z302,Important
fold 8,484,z302,Important
fold 9,495,z302,Important
fold 0,494,z303,Important
fold 1,485,z303,Important
fold 2,492,z303,Important
fold 3,489,z303,Important
fold 4,477,z303,Important
fold 5,485,z303,Important
fold 6,488,z303,Important
fold 7,480,z303,Important
fold 8,484,z303,Important
fold 9,495,z303,Important
fold 0,494,z304,Important
fold 1,485,z304,Important
fold 2,492,z304,Important
fold 3,489,z304,Important
fold 4,477,z304,Important
fold 5,485,z304,Important
fold 6,488,z304,Important
fold 7,480,z304,Important
fold 8,484,z304,Important
fold 0,494,z305,Important
fold 1,485,z305,Important
fold 2,492,z305,Important
fold 3,489,z305,Important
fold 4,477,z305,Important
fold 5,485,z305,Important
fold 6,488,z305,Important
fold 7,480,z305,Important
fold 8,484,z305,Important
fold 9,495,z305,Important
fold 0,494,z306,Important
fold 1,485,z306,Important
fold 2,492,z306,Important
fold 3,489,z306,Important
fold 4,477,z306,Important
fold 5,485,z306,Important
fold 6,488,z306,Important
fold 7,480,z306,Important
fold 8,484,z306,Important
fold 9,495,z306,Important
fold 0,494,z307,Important
fold 1,485,z307,Important
fold 2,492,z307,Important
fold 3,489,z307,Important
fold 4,477,z307,Important
fold 5,485,z307,Important
fold 6,488,z307,Important
fold 7,480,z307,Important
fold 8,484,z307,Important
fold 9,495,z307,Important
fold 0,494,z308,Important
fold 1,485,z308,Important
fold 2,492,z308,Important
fold 3,489,z308,Important
fold 4,477,z308,Important
fold 5,485,z308,Important
fold 6,488,z308,Important
fold 7,480,z308,Important
fold 8,484,z308,Important
fold 9,495,z308,Important
fold 0,494,z309,Important
fold 1,485,z309,Important
fold 2,492,z309,Important
fold 3,489,z309,Important
fold 4,477,z309,Important
fold 5,485,z309,Important
fold 7,480,z309,Important
fold 8,484,z309,Important
fold 9,495,z309,Important
fold 0,494,z31,Important
fold 1,485,z31,Important
fold 2,492,z31,Important
fold 3,489,z31,Important
fold 4,477,z31,Important
fold 5,485,z31,Important
fold 6,488,z31,Important
fold 7,480,z31,Important
fold 8,484,z31,Important
fold 0,494,z310,Important
fold 1,485,z310,Important
fold 2,492,z310,Important
fold 3,489,z310,Important
fold 4,477,z310,Important
fold 5,485,z310,Important
fold 6,488,z310,Important
fold 7,480,z310,Important
fold 8,484,z310,Important
fold 0,494,z311,Important
fold 1,485,z311,Important
fold 2,492,z311,Important
fold 3,489,z311,Important
fold 4,477,z311,Important
fold 5,485,z311,Important
fold 6,488,z311,Important
fold 7,480,z311,Important
fold 8,484,z311,Important
fold 9,495,z311,Important
fold 0,494,z312,Important
fold 1,485,z312,Important
fold 2,492,z312,Important
fold 3,489,z312,Important
fold 4,477,z312,Important
fold 5,485,z312,Important
fold 6,488,z312,Important
fold 7,480,z312,Important
fold 8,484,z312,Important
fold 9,495,z312,Important
fold 0,494,z313,Important
fold 1,485,z313,Important
fold 2,492,z313,Important
fold 3,489,z313,Important
fold 4,477,z313,Important
fold 5,485,z313,Important
fold 6,488,z313,Important
fold 7,480,z313,Important
fold 8,484,z313,Important
fold 9,495,z313,Important
fold 0,494,z314,Important
fold 1,485,z314,Important
fold 2,492,z314,Important
fold 3,489,z314,Important
fold 4,477,z314,Important
fold 5,485,z314,Important
fold 6,488,z314,Important
fold 7,480,z314,Important
fold 8,484,z314,Important
fold 9,495,z314,Important
fold 0,494,z315,Important
fold 1,485,z315,Important
fold 2,492,z315,Important
fold 3,489,z315,Important
fold 4,477,z315,Important
fold 5,485,z315,Important
fold 6,488,z315,Important
fold 7,480,z315,Important
fold 8,484,z315,Important
fold 9,495,z315,Important
fold 0,494,z316,Important
fold 1,485,z316,Important
fold 2,492,z316,Important
fold 3,489,z316,Important
fold 4,477,z316,Important
fold 5,485,z316,Important
fold 6,488,z316,Important
fold 7,480,z316,Important
fold 8,484,z316,Important
fold 9,495,z316,Important
fold 0,494,z317,Important
fold 1,485,z317,Important
fold 2,492,z317,Important
fold 3,489,z317,Important
fold 4,477,z317,Important
fold 5,485,z317,Important
fold 6,488,z317,Important
fold 7,480,z317,Important
fold 8,484,z317,Important
fold 9,495,z317,Important
fold 0,494,z318,Important
fold 1,485,z318,Important
fold 2,492,z318,Important
fold 3,489,z318,Important
fold 4,477,z318,Important
fold 5,485,z318,Important
fold 6,488,z318,Important
fold 7,480,z318,Important
fold 8,484,z318,Important
fold 9,495,z318,Important
fold 0,494,z319,Important
fold 1,485,z319,Important
fold 2,492,z319,Important
fold 3,489,z319,Important
fold 4,477,z319,Important
fold 5,485,z319,Important
fold 7,480,z319,Important
fold 8,484,z319,Important
fold 9,495,z319,Important
fold 0,494,z32,Important
fold 1,485,z32,Important
fold 2,492,z32,Important
fold 3,489,z32,Important
fold 4,477,z32,Important
fold 5,485,z32,Important
fold 6,488,z32,Important
fold 7,480,z32,Important
fold 8,484,z32,Important
fold 9,495,z32,Important
fold 0,494,z320,Important
fold 1,485,z320,Important
fold 4,477,z320,Important
fold 5,485,z320,Important
fold 6,488,z320,Important
fold 7,480,z320,Important
fold 8,484,z320,Important
fold 9,495,z320,Important
fold 0,494,z321,Important
fold 1,485,z321,Important
fold 2,492,z321,Important
fold 3,489,z321,Important
fold 4,477,z321,Important
fold 5,485,z321,Important
fold 6,488,z321,Important
fold 7,480,z321,Important
fold 8,484,z321,Important
fold 9,495,z321,Important
fold 0,494,z322,Important
fold 1,485,z322,Important
fold 2,492,z322,Important
fold 3,489,z322,Important
fold 4,477,z322,Important
fold 5,485,z322,Important
fold 6,488,z322,Important
fold 7,480,z322,Important
fold 9,495,z322,Important
fold 0,494,z323,Important
fold 1,485,z323,Important
fold 2,492,z323,Important
fold 3,489,z323,Important
fold 4,477,z323,Important
fold 5,485,z323,Important
fold 6,488,z323,Important
fold 7,480,z323,Important
fold 8,484,z323,Important
fold 9,495,z323,Important
fold 0,494,z324,Important
fold 1,485,z324,Important
fold 2,492,z324,Important
fold 3,489,z324,Important
fold 4,477,z324,Important
fold 5,485,z324,Important
fold 6,488,z324,Important
fold 7,480,z324,Important
fold 8,484,z324,Important
fold 9,495,z324,Important
fold 0,494,z325,Important
fold 1,485,z325,Important
fold 2,492,z325,Important
fold 3,489,z325,Important
fold 4,477,z325,Important
fold 5,485,z325,Important
fold 6,488,z325,Important
fold 7,480,z325,Important
fold 8,484,z325,Important
fold 9,495,z325,Important
fold 0,494,z326,Important
fold 1,485,z326,Important
fold 2,492,z326,Important
fold 3,489,z326,Important
fold 4,477,z326,Important
fold 5,485,z326,Important
fold 6,488,z326,Important
fold 7,480,z326,Important
fold 8,484,z326,Important
fold 9,495,z326,Important
fold 0,494,z327,Important
fold 3,489,z327,Important
fold 4,477,z327,Important
fold 5,485,z327,Important
fold 6,488,z327,Important
fold 7,480,z327,Important
fold 8,484,z327,Important
fold 9,495,z327,Important
fold 0,494,z328,Important
fold 1,485,z328,Important
fold 2,492,z328,Important
fold 3,489,z328,Important
fold 4,477,z328,Important
fold 5,485,z328,Important
fold 6,488,z328,Important
fold 7,480,z328,Important
fold 8,484,z328,Important
fold 9,495,z328,Important
fold 0,494,z329,Important
fold 1,485,z329,Important
fold 2,492,z329,Important
fold 3,489,z329,Important
fold 4,477,z329,Important
fold 5,485,z329,Important
fold 6,488,z329,Important
fold 7,480,z329,Important
fold 8,484,z329,Important
fold 9,495,z329,Important
fold 0,494,z33,Important
fold 1,485,z33,Important
fold 2,492,z33,Important
fold 4,477,z33,Important
fold 5,485,z33,Important
fold 6,488,z33,Important
fold 7,480,z33,Important
fold 8,484,z33,Important
fold 9,495,z33,Important
fold 0,494,z330,Important
fold 1,485,z330,Important
fold 2,492,z330,Important
fold 4,477,z330,Important
fold 5,485,z330,Important
fold 6,488,z330,Important
fold 7,480,z330,Important
fold 8,484,z330,Important
fold 9,495,z330,Important
fold 0,494,z331,Important
fold 2,492,z331,Important
fold 4,477,z331,Important
fold 5,485,z331,Important
fold 6,488,z331,Important
fold 7,480,z331,Important
fold 8,484,z331,Important
fold 9,495,z331,Important
fold 0,494,z332,Important
fold 1,485,z332,Important
fold 2,492,z332,Important
fold 3,489,z332,Important
fold 4,477,z332,Important
fold 5,485,z332,Important
fold 6,488,z332,Important
fold 7,480,z332,Important
fold 8,484,z332,Important
fold 9,495,z332,Important
fold 0,494,z333,Important
fold 1,485,z333,Important
fold 2,492,z333,Important
fold 4,477,z333,Important
fold 5,485,z333,Important
fold 6,488,z333,Important
fold 7,480,z333,Important
fold 8,484,z333,Important
fold 9,495,z333,Important
fold 0,494,z334,Important
fold 1,485,z334,Important
fold 2,492,z334,Important
fold 3,489,z334,Important
fold 4,477,z334,Important
fold 5,485,z334,Important
fold 6,488,z334,Important
fold 7,480,z334,Important
fold 8,484,z334,Important
fold 9,495,z334,Important
fold 0,494,z335,Important
fold 1,485,z335,Important
fold 2,492,z335,Important
fold 3,489,z335,Important
fold 4,477,z335,Important
fold 5,485,z335,Important
fold 7,480,z335,Important
fold 8,484,z335,Important
fold 9,495,z335,Important
fold 0,494,z336,Important
fold 1,485,z336,Important
fold 2,492,z336,Important
fold 3,489,z336,Important
fold 4,477,z336,Important
fold 6,488,z336,Important
fold 7,480,z336,Important
fold 8,484,z336,Important
fold 9,495,z336,Important
fold 0,494,z337,Important
fold 1,485,z337,Important
fold 2,492,z337,Important
fold 3,489,z337,Important
fold 4,477,z337,Important
fold 5,485,z337,Important
fold 7,480,z337,Important
fold 8,484,z337,Important
fold 9,495,z337,Important
fold 0,494,z338,Important
fold 1,485,z338,Important
fold 2,492,z338,Important
fold 3,489,z338,Important
fold 4,477,z338,Important
fold 5,485,z338,Important
fold 6,488,z338,Important
fold 7,480,z338,Important
fold 8,484,z338,Important
fold 9,495,z338,Important
fold 0,494,z339,Important
fold 1,485,z339,Important
fold 2,492,z339,Important
fold 3,489,z339,Important
fold 4,477,z339,Important
fold 5,485,z339,Important
fold 6,488,z339,Important
fold 7,480,z339,Important
fold 8,484,z339,Important
fold 9,495,z339,Important
fold 0,494,z34,Important
fold 1,485,z34,Important
fold 2,492,z34,Important
fold 3,489,z34,Important
fold 4,477,z34,Important
fold 6,488,z34,Important
fold 7,480,z34,Important
fold 8,484,z34,Important
fold 9,495,z34,Important
fold 0,494,z340,Important
fold 1,485,z340,Important
fold 2,492,z340,Important
fold 3,489,z340,Important
fold 4,477,z340,Important
fold 5,485,z340,Important
fold 6,488,z340,Important
fold 7,480,z340,Important
fold 8,484,z340,Important
fold 9,495,z340,Important
fold 0,494,z341,Important
fold 1,485,z341,Important
fold 2,492,z341,Important
fold 3,489,z341,Important
fold 4,477,z341,Important
fold 5,485,z341,Important
fold 6,488,z341,Important
fold 7,480,z341,Important
fold 8,484,z341,Important
fold 9,495,z341,Important
fold 0,494,z342,Important
fold 1,485,z342,Important
fold 2,492,z342,Important
fold 4,477,z342,Important
fold 5,485,z342,Important
fold 6,488,z342,Important
fold 7,480,z342,Important
fold 9,495,z342,Important
fold 0,494,z343,Important
fold 1,485,z343,Important
fold 2,492,z343,Important
fold 3,489,z343,Important
fold 4,477,z343,Important
fold 5,485,z343,Important
fold 6,488,z343,Important
fold 7,480,z343,Important
fold 8,484,z343,Important
fold 9,495,z343,Important
fold 0,494,z344,Important
fold 1,485,z344,Important
fold 2,492,z344,Important
fold 3,489,z344,Important
fold 4,477,z344,Important
fold 5,485,z344,Important
fold 6,488,z344,Important
fold 7,480,z344,Important
fold 8,484,z344,Important
fold 9,495,z344,Important
fold 1,485,z345,Important
fold 2,492,z345,Important
fold 3,489,z345,Important
fold 4,477,z345,Important
fold 7,480,z345,Important
fold 8,484,z345,Important
fold 9,495,z345,Important
fold 0,494,z346,Important
fold 1,485,z346,Important
fold 2,492,z346,Important
fold 3,489,z346,Important
fold 4,477,z346,Important
fold 5,485,z346,Important
fold 6,488,z346,Important
fold 7,480,z346,Important
fold 8,484,z346,Important
fold 9,495,z346,Important
fold 0,494,z347,Important
fold 1,485,z347,Important
fold 2,492,z347,Important
fold 3,489,z347,Important
fold 4,477,z347,Important
fold 5,485,z347,Important
fold 6,488,z347,Important
fold 7,480,z347,Important
fold 8,484,z347,Important
fold 9,495,z347,Important
fold 0,494,z348,Important
fold 1,485,z348,Important
fold 2,492,z348,Important
fold 3,489,z348,Important
fold 4,477,z348,Important
fold 5,485,z348,Important
fold 6,488,z348,Important
fold 7,480,z348,Important
fold 8,484,z348,Important
fold 9,495,z348,Important
fold 0,494,z349,Important
fold 1,485,z349,Important
fold 2,492,z349,Important
fold 3,489,z349,Important
fold 4,477,z349,Important
fold 5,485,z349,Important
fold 6,488,z349,Important
fold 7,480,z349,Important
fold 8,484,z349,Important
fold 9,495,z349,Important
fold 0,494,z35,Important
fold 1,485,z35,Important
fold 2,492,z35,Important
fold 3,489,z35,Important
fold 4,477,z35,Important
fold 5,485,z35,Important
fold 6,488,z35,Important
fold 7,480,z35,Important
fold 8,484,z35,Important
fold 9,495,z35,Important
fold 0,494,z350,Important
fold 1,485,z350,Important
fold 2,492,z350,Important
fold 3,489,z350,Important
fold 4,477,z350,Important
fold 5,485,z350,Important
fold 6,488,z350,Important
fold 7,480,z350,Important
fold 8,484,z350,Important
fold 9,495,z350,Important
fold 0,494,z351,Important
fold 1,485,z351,Important
fold 2,492,z351,Important
fold 3,489,z351,Important
fold 4,477,z351,Important
fold 5,485,z351,Important
fold 6,488,z351,Important
fold 7,480,z351,Important
fold 8,484,z351,Important
fold 9,495,z351,Important
fold 0,494,z352,Important
fold 1,485,z352,Important
fold 2,492,z352,Important
fold 3,489,z352,Important
fold 4,477,z352,Important
fold 5,485,z352,Important
fold 6,488,z352,Important
fold 9,495,z352,Important
fold 0,494,z353,Important
fold 2,492,z353,Important
fold 3,489,z353,Important
fold 4,477,z353,Important
fold 5,485,z353,Important
fold 6,488,z353,Important
fold 7,480,z353,Important
fold 8,484,z353,Important
fold 9,495,z353,Important
fold 0,494,z354,Important
fold 1,485,z354,Important
fold 2,492,z354,Important
fold 3,489,z354,Important
fold 4,477,z354,Important
fold 5,485,z354,Important
fold 8,484,z354,Important
fold 9,495,z354,Important
fold 0,494,z355,Important
fold 1,485,z355,Important
fold 2,492,z355,Important
fold 3,489,z355,Important
fold 5,485,z355,Important
fold 6,488,z355,Important
fold 7,480,z355,Important
fold 8,484,z355,Important
fold 9,495,z355,Important
fold 0,494,z356,Important
fold 1,485,z356,Important
fold 2,492,z356,Important
fold 3,489,z356,Important
fold 4,477,z356,Important
fold 5,485,z356,Important
fold 6,488,z356,Important
fold 7,480,z356,Important
fold 8,484,z356,Important
fold 9,495,z356,Important
fold 0,494,z357,Important
fold 1,485,z357,Important
fold 2,492,z357,Important
fold 3,489,z357,Important
fold 4,477,z357,Important
fold 5,485,z357,Important
fold 6,488,z357,Important
fold 7,480,z357,Important
fold 8,484,z357,Important
fold 9,495,z357,Important
fold 0,494,z358,Important
fold 1,485,z358,Important
fold 2,492,z358,Important
fold 3,489,z358,Important
fold 4,477,z358,Important
fold 5,485,z358,Important
fold 6,488,z358,Important
fold 7,480,z358,Important
fold 8,484,z358,Important
fold 9,495,z358,Important
fold 0,494,z359,Important
fold 1,485,z359,Important
fold 2,492,z359,Important
fold 3,489,z359,Important
fold 4,477,z359,Important
fold 5,485,z359,Important
fold 6,488,z359,Important
fold 7,480,z359,Important
fold 8,484,z359,Important
fold 9,495,z359,Important
fold 0,494,z36,Important
fold 1,485,z36,Important
fold 2,492,z36,Important
fold 3,489,z36,Important
fold 4,477,z36,Important
fold 5,485,z36,Important
fold 6,488,z36,Important
fold 7,480,z36,Important
fold 8,484,z36,Important
fold 9,495,z36,Important
fold 0,494,z360,Important
fold 1,485,z360,Important
fold 2,492,z360,Important
fold 3,489,z360,Important
fold 4,477,z360,Important
fold 5,485,z360,Important
fold 6,488,z360,Important
fold 7,480,z360,Important
fold 8,484,z360,Important
fold 9,495,z360,Important
fold 0,494,z361,Important
fold 1,485,z361,Important
fold 2,492,z361,Important
fold 3,489,z361,Important
fold 4,477,z361,Important
fold 5,485,z361,Important
fold 6,488,z361,Important
fold 7,480,z361,Important
fold 8,484,z361,Important
fold 9,495,z361,Important
fold 0,494,z362,Important
fold 1,485,z362,Important
fold 2,492,z362,Important
fold 3,489,z362,Important
fold 4,477,z362,Important
fold 5,485,z362,Important
fold 6,488,z362,Important
fold 7,480,z362,Important
fold 8,484,z362,Important
fold 9,495,z362,Important
fold 0,494,z363,Important
fold 1,485,z363,Important
fold 2,492,z363,Important
fold 3,489,z363,Important
fold 4,477,z363,Important
fold 5,485,z363,Important
fold 6,488,z363,Important
fold 7,480,z363,Important
fold 8,484,z363,Important
fold 9,495,z363,Important
fold 0,494,z364,Important
fold 1,485,z364,Important
fold 2,492,z364,Important
fold 3,489,z364,Important
fold 4,477,z364,Important
fold 5,485,z364,Important
fold 6,488,z364,Important
fold 7,480,z364,Important
fold 8,484,z364,Important
fold 9,495,z364,Important
fold 0,494,z365,Important
fold 1,485,z365,Important
fold 2,492,z365,Important
fold 3,489,z365,Important
fold 4,477,z365,Important
fold 5,485,z365,Important
fold 6,488,z365,Important
fold 7,480,z365,Important
fold 8,484,z365,Important
fold 9,495,z365,Important
fold 0,494,z366,Important
fold 1,485,z366,Important
fold 2,492,z366,Important
fold 3,489,z366,Important
fold 4,477,z366,Important
fold 5,485,z366,Important
fold 6,488,z366,Important
fold 7,480,z366,Important
fold 8,484,z366,Important
fold 9,495,z366,Important
fold 0,494,z367,Important
fold 1,485,z367,Important
fold 2,492,z367,Important
fold 3,489,z367,Important
fold 4,477,z367,Important
fold 5,485,z367,Important
fold 6,488,z367,Important
fold 7,480,z367,Important
fold 8,484,z367,Important
fold 9,495,z367,Important
fold 0,494,z368,Important
fold 1,485,z368,Important
fold 2,492,z368,Important
fold 3,489,z368,Important
fold 4,477,z368,Important
fold 5,485,z368,Important
fold 6,488,z368,Important
fold 7,480,z368,Important
fold 8,484,z368,Important
fold 9,495,z368,Important
fold 0,494,z369,Important
fold 1,485,z369,Important
fold 2,492,z369,Important
fold 3,489,z369,Important
fold 4,477,z369,Important
fold 5,485,z369,Important
fold 7,480,z369,Important
fold 8,484,z369,Important
fold 9,495,z369,Important
fold 0,494,z37,Important
fold 1,485,z37,Important
fold 2,492,z37,Important
fold 3,489,z37,Important
fold 4,477,z37,Important
fold 5,485,z37,Important
fold 6,488,z37,Important
fold 7,480,z37,Important
fold 8,484,z37,Important
fold 9,495,z37,Important
fold 0,494,z370,Important
fold 1,485,z370,Important
fold 2,492,z370,Important
fold 3,489,z370,Important
fold 5,485,z370,Important
fold 6,488,z370,Important
fold 7,480,z370,Important
fold 8,484,z370,Important
fold 9,495,z370,Important
fold 0,494,z371,Important
fold 1,485,z371,Important
fold 2,492,z371,Important
fold 3,489,z371,Important
fold 4,477,z371,Important
fold 5,485,z371,Important
fold 6,488,z371,Important
fold 7,480,z371,Important
fold 0,494,z372,Important
fold 2,492,z372,Important
fold 3,489,z372,Important
fold 4,477,z372,Important
fold 5,485,z372,Important
fold 6,488,z372,Important
fold 8,484,z372,Important
fold 9,495,z372,Important
fold 0,494,z373,Important
fold 1,485,z373,Important
fold 3,489,z373,Important
fold 4,477,z373,Important
fold 5,485,z373,Important
fold 6,488,z373,Important
fold 7,480,z373,Important
fold 8,484,z373,Important
fold 9,495,z373,Important
fold 0,494,z374,Important
fold 1,485,z374,Important
fold 2,492,z374,Important
fold 3,489,z374,Important
fold 4,477,z374,Important
fold 6,488,z374,Important
fold 7,480,z374,Important
fold 8,484,z374,Important
fold 9,495,z374,Important
fold 0,494,z375,Important
fold 1,485,z375,Important
fold 2,492,z375,Important
fold 3,489,z375,Important
fold 4,477,z375,Important
fold 5,485,z375,Important
fold 6,488,z375,Important
fold 7,480,z375,Important
fold 8,484,z375,Important
fold 9,495,z375,Important
fold 0,494,z376,Important
fold 1,485,z376,Important
fold 2,492,z376,Important
fold 3,489,z376,Important
fold 4,477,z376,Important
fold 5,485,z376,Important
fold 6,488,z376,Important
fold 8,484,z376,Important
fold 9,495,z376,Important
fold 0,494,z377,Important
fold 1,485,z377,Important
fold 2,492,z377,Important
fold 3,489,z377,Important
fold 4,477,z377,Important
fold 5,485,z377,Important
fold 6,488,z377,Important
fold 7,480,z377,Important
fold 8,484,z377,Important
fold 9,495,z377,Important
fold 0,494,z378,Important
fold 1,485,z378,Important
fold 2,492,z378,Important
fold 3,489,z378,Important
fold 4,477,z378,Important
fold 5,485,z378,Important
fold 6,488,z378,Important
fold 7,480,z378,Important
fold 8,484,z378,Important
fold 9,495,z378,Important
fold 0,494,z379,Important
fold 1,485,z379,Important
fold 2,492,z379,Important
fold 3,489,z379,Important
fold 4,477,z379,Important
fold 5,485,z379,Important
fold 6,488,z379,Important
fold 7,480,z379,Important
fold 8,484,z379,Important
fold 9,495,z379,Important
fold 0,494,z38,Important
fold 1,485,z38,Important
fold 2,492,z38,Important
fold 3,489,z38,Important
fold 4,477,z38,Important
fold 5,485,z38,Important
fold 6,488,z38,Important
fold 7,480,z38,Important
fold 8,484,z38,Important
fold 9,495,z38,Important
fold 0,494,z380,Important
fold 1,485,z380,Important
fold 2,492,z380,Important
fold 3,489,z380,Important
fold 4,477,z380,Important
fold 5,485,z380,Important
fold 6,488,z380,Important
fold 7,480,z380,Important
fold 8,484,z380,Important
fold 9,495,z380,Important
fold 0,494,z381,Important
fold 1,485,z381,Important
fold 2,492,z381,Important
fold 3,489,z381,Important
fold 4,477,z381,Important
fold 5,485,z381,Important
fold 6,488,z381,Important
fold 7,480,z381,Important
fold 8,484,z381,Important
fold 9,495,z381,Important
fold 0,494,z382,Important
fold 1,485,z382,Important
fold 2,492,z382,Important
fold 3,489,z382,Important
fold 4,477,z382,Important
fold 5,485,z382,Important
fold 6,488,z382,Important
fold 8,484,z382,Important
fold 9,495,z382,Important
fold 0,494,z383,Important
fold 1,485,z383,Important
fold 2,492,z383,Important
fold 3,489,z383,Important
fold 4,477,z383,Important
fold 5,485,z383,Important
fold 6,488,z383,Important
fold 7,480,z383,Important
fold 8,484,z383,Important
fold 9,495,z383,Important
fold 0,494,z384,Important
fold 1,485,z384,Important
fold 2,492,z384,Important
fold 3,489,z384,Important
fold 4,477,z384,Important
fold 5,485,z384,Important
fold 7,480,z384,Important
fold 8,484,z384,Important
fold 9,495,z384,Important
fold 0,494,z385,Important
fold 1,485,z385,Important
fold 2,492,z385,Important
fold 3,489,z385,Important
fold 4,477,z385,Important
fold 5,485,z385,Important
fold 6,488,z385,Important
fold 7,480,z385,Important
fold 8,484,z385,Important
fold 9,495,z385,Important
fold 0,494,z386,Important
fold 1,485,z386,Important
fold 2,492,z386,Important
fold 3,489,z386,Important
fold 4,477,z386,Important
fold 8,484,z386,Important
fold 9,495,z386,Important
fold 0,494,z387,Important
fold 1,485,z387,Important
fold 2,492,z387,Important
fold 3,489,z387,Important
fold 4,477,z387,Important
fold 5,485,z387,Important
fold 6,488,z387,Important
fold 7,480,z387,Important
fold 8,484,z387,Important
fold 9,495,z387,Important
fold 0,494,z388,Important
fold 1,485,z388,Important
fold 2,492,z388,Important
fold 3,489,z388,Important
fold 4,477,z388,Important
fold 5,485,z388,Important
fold 6,488,z388,Important
fold 7,480,z388,Important
fold 8,484,z388,Important
fold 9,495,z388,Important
fold 0,494,z389,Important
fold 1,485,z389,Important
fold 2,492,z389,Important
fold 3,489,z389,Important
fold 4,477,z389,Important
fold 7,480,z389,Important
fold 8,484,z389,Important
fold 9,495,z389,Important
fold 2,492,z39,Important
fold 3,489,z39,Important
fold 4,477,z39,Important
fold 5,485,z39,Important
fold 6,488,z39,Important
fold 7,480,z39,Important
fold 8,484,z39,Important
fold 9,495,z39,Important
fold 0,494,z390,Important
fold 1,485,z390,Important
fold 2,492,z390,Important
fold 3,489,z390,Important
fold 4,477,z390,Important
fold 5,485,z390,Important
fold 6,488,z390,Important
fold 7,480,z390,Important
fold 8,484,z390,Important
fold 9,495,z390,Important
fold 0,494,z391,Important
fold 1,485,z391,Important
fold 2,492,z391,Important
fold 3,489,z391,Important
fold 4,477,z391,Important
fold 5,485,z391,Important
fold 6,488,z391,Important
fold 7,480,z391,Important
fold 8,484,z391,Important
fold 9,495,z391,Important
fold 0,494,z392,Important
fold 1,485,z392,Important
fold 2,492,z392,Important
fold 3,489,z392,Important
fold 4,477,z392,Important
fold 6,488,z392,Important
fold 7,480,z392,Important
fold 8,484,z392,Important
fold 9,495,z392,Important
fold 0,494,z393,Important
fold 1,485,z393,Important
fold 2,492,z393,Important
fold 3,489,z393,Important
fold 4,477,z393,Important
fold 5,485,z393,Important
fold 6,488,z393,Important
fold 7,480,z393,Important
fold 8,484,z393,Important
fold 9,495,z393,Important
fold 0,494,z394,Important
fold 1,485,z394,Important
fold 2,492,z394,Important
fold 3,489,z394,Important
fold 4,477,z394,Important
fold 5,485,z394,Important
fold 6,488,z394,Important
fold 7,480,z394,Important
fold 8,484,z394,Important
fold 9,495,z394,Important
fold 0,494,z395,Important
fold 1,485,z395,Important
fold 2,492,z395,Important
fold 3,489,z395,Important
fold 4,477,z395,Important
fold 5,485,z395,Important
fold 6,488,z395,Important
fold 8,484,z395,Important
fold 9,495,z395,Important
fold 0,494,z396,Important
fold 1,485,z396,Important
fold 2,492,z396,Important
fold 3,489,z396,Important
fold 4,477,z396,Important
fold 5,485,z396,Important
fold 6,488,z396,Important
fold 7,480,z396,Important
fold 8,484,z396,Important
fold 9,495,z396,Important
fold 0,494,z397,Important
fold 1,485,z397,Important
fold 2,492,z397,Important
fold 3,489,z397,Important
fold 4,477,z397,Important
fold 5,485,z397,Important
fold 6,488,z397,Important
fold 7,480,z397,Important
fold 8,484,z397,Important
fold 9,495,z397,Important
fold 0,494,z398,Important
fold 1,485,z398,Important
fold 2,492,z398,Important
fold 3,489,z398,Important
fold 4,477,z398,Important
fold 5,485,z398,Important
fold 6,488,z398,Important
fold 8,484,z398,Important
fold 9,495,z398,Important
fold 1,485,z399,Important
fold 2,492,z399,Important
fold 3,489,z399,Important
fold 4,477,z399,Important
fold 5,485,z399,Important
fold 6,488,z399,Important
fold 7,480,z399,Important
fold 8,484,z399,Important
fold 9,495,z399,Important
fold 0,494,z4,Important
fold 1,485,z4,Important
fold 2,492,z4,Important
fold 3,489,z4,Important
fold 4,477,z4,Important
fold 5,485,z4,Important
fold 6,488,z4,Important
fold 7,480,z4,Important
fold 8,484,z4,Important
fold 9,495,z4,Important
fold 0,494,z40,Important
fold 2,492,z40,Important
fold 3,489,z40,Important
fold 5,485,z40,Important
fold 6,488,z40,Important
fold 8,484,z40,Important
fold 9,495,z40,Important
fold 0,494,z400,Important
fold 1,485,z400,Important
fold 2,492,z400,Important
fold 3,489,z400,Important
fold 4,477,z400,Important
fold 5,485,z400,Important
fold 6,488,z400,Important
fold 7,480,z400,Important
fold 8,484,z400,Important
fold 9,495,z400,Important
fold 0,494,z401,Important
fold 1,485,z401,Important
fold 2,492,z401,Important
fold 3,489,z401,Important
fold 4,477,z401,Important
fold 5,485,z401,Important
fold 6,488,z401,Important
fold 7,480,z401,Important
fold 8,484,z401,Important
fold 9,495,z401,Important
fold 0,494,z402,Important
fold 1,485,z402,Important
fold 2,492,z402,Important
fold 4,477,z402,Important
fold 5,485,z402,Important
fold 6,488,z402,Important
fold 7,480,z402,Important
